,token,rate
0,一柱擎天,2
1,女艺人,2
2,舞女,2
3,女色,2
4,歌妓,2
5,暴徒,2
6,子宫,2
7,尿道,2
8,黑丝袜,2
9,嗜酒,2
10,黑丝,2
11,鲜妹,2
12,高涨,2
13,高利贷,2
14,骚话,2
15,骚有,2
16,骚摇著,2
17,骚扰,2
18,骚得,2
19,鸳鸯浴,2
20,骚味,2
21,猎奇,2
22,陈冠希,2
23,窥视,2
24,少女,2
25,美少女,2
26,放荡不羁,2
27,粪便,2
28,女星,2
29,阴道口,2
30,不忍直视,2
31,惊奇,2
32,悲痛,2
33,虐恋,2
34,地狱,2
35,疏忽,2
36,伴侣,2
37,可怜,2
38,鸦片,2
39,怀孕,2
40,私生子,2
41,体液,2
42,更衣,2
43,骑射,2
44,骑上来,2
45,野鸡,2
46,野猫,2
47,采花,2
48,酒醉,2
49,酒店,2
50,酒吧女,2
51,避孕,2
52,遮挡,2
53,钢管,2
54,逼逼,2
55,逼求,2
56,透明装,2
57,送上门,2
58,迷迷,2
59,迷翻,2
60,奇异,2
61,迷离,2
62,迷歼,2
63,逼破,2
64,骑乘,2
65,钢管舞,2
66,闷骚,2
67,饥渴,2
68,风骚,2
69,风韵,2
70,风月,2
71,顶坏,2
72,顶不住,2
73,韵妇,2
74,韵味,2
75,销魂,2
76,靓妹,2
77,青色,2
78,露露,2
79,露脸,2
80,露出,2
81,难耐,2
82,陪酒,2
83,女孩,2
84,大便,2
85,靓妞,2
86,丑恶,2
87,睾丸,2
88,污水,2
89,本性,2
90,宫女,2
91,酗酒,2
92,惨况,2
93,爱抚,2
94,萌系,2
95,美色,2
96,生殖器,2
97,轻浮,2
98,美艳,2
99,肿瘤,2
100,权贵,2
101,生殖器官,2
102,不忠,2
103,模特儿,2
104,清纯,2
105,私欲,2
106,冲动,2
107,歌女,2
108,阴囊,2
109,青春期,2
110,人性,2
111,撞飞,2
112,整死,2
113,守贞,2
114,滥用,2
115,女下,2
116,男上,2
117,男下,2
118,女上,2
119,妻妾,2
120,羞羞,2
121,处子,2
122,泡妞,2
123,下半身,2
124,遍体鳞伤,2
125,鲜为人知,2
126,揭秘,2
127,啪啪啪,2
128,啪啪,2
129,咪咪,2
130,尿液,2
131,阴部,2
132,痛打,2
133,醉酒,2
134,女演员,2
135,不满,2
136,同性恋,2
137,宅男,2
138,拷打,2
139,卖艺,2
140,围殴,2
141,混蛋,2
142,娱乐场所,2
143,艺妓,2
144,伪君子,2
145,阴户,2
146,露骨,2
147,偷渡,2
148,全身,2
149,废柴,2
150,污泥,2
151,绯闻,2
152,粗俗,2
153,受害者,2
154,亲热,2
155,施暴,2
156,会阴,2
157,亵渎,2
158,奴仆,2
159,婢女,2
160,勃起,2
161,放纵,2
162,慰安妇,2
163,西门庆,2
164,淫秽,2
165,AV,2
166,子宫颈,2
167,遗精,2
168,邪术,2
169,交际花,2
170,美人,2
171,女侍,2
172,好赌,2
173,赤裸,2
174,迷死人,2
175,迷晕,2
176,迷昏,2
177,迷倒,2
178,美女,2
179,网袜,2
180,网约,2
181,缓交,2
182,绿了,2
183,绝色,2
184,结过婚,2
185,绑起来,2
186,美女视频,2
187,绑缚,2
188,约见,2
189,紧逼,2
190,素人,2
191,糟蹋,2
192,精油,2
193,精子,2
194,粗口,2
195,竖起,2
196,绑架,2
197,窥探,2
198,美妹,2
199,翘乳,2
200,能射,2
201,胸部,2
202,胸脯,2
203,胸罩,2
204,胸围,2
205,胯下,2
206,背叛,2
207,肿起来,2
208,羞死,2
209,肿大,2
210,肚兜,2
211,肉感,2
212,肉体,2
213,肉丝,2
214,肆射,2
215,耻辱,2
216,翘起,2
217,翘着,2
218,肛门,2
219,窒息,2
220,空虚,2
221,空姐,2
222,班花,2
223,烧成,2
224,环肥燕瘦,2
225,玩虐,2
226,玩累,2
227,玩坏,2
228,玉女,2
229,猴急,2
230,用力插,2
231,献身,2
232,猛草,2
233,猛料,2
234,猛射,2
235,猛入,2
236,猎艳,2
237,狗奴,2
238,狐狸精,2
239,狐媚,2
240,献出,2
241,电女,2
242,男干,2
243,番号,2
244,穴道,2
245,秘书,2
246,私通,2
247,私生活,2
248,私房,2
249,私处,2
250,禽兽,2
251,破红,2
252,知性美,2
253,知性,2
254,矜持,2
255,睡不着,2
256,直播,2
257,直喊,2
258,盗录,2
259,百合,2
260,白浆,2
261,瘫软,2
262,瘫坐,2
263,脏话,2
264,抛弃,2
265,脱下,2
266,脱光,2
267,超正,2
268,超有,2
269,超大,2
270,起不来,2
271,走私,2
272,赤身,2
273,赌场,2
274,赌博,2
275,超水,2
276,贿赂,2
277,货色,2
278,貌美,2
279,豪放,2
280,调戏,2
281,调情,2
282,调养,2
283,诱骗,2
284,诱惑,2
285,贵妇,2
286,诱心,2
287,超清,2
288,超紧,2
289,迭起,2
290,进逼,2
291,辣妹,2
292,辣妈,2
293,轮著,2
294,轮流,2
295,身材,2
296,蹄子,2
297,超爽,2
298,蹂躏,2
299,跪坐,2
300,跟踪,2
301,跑友,2
302,趴着,2
303,趴在,2
304,趴下,2
305,超诱,2
306,超纯,2
307,跳舞,2
308,诱人,2
309,警花,2
310,解欲,2
311,荡漾,2
312,草泥马,2
313,色魔,2
314,色狼,2
315,良家,2
316,舔着,2
317,自爱,2
318,自渎,2
319,菊花,2
320,自摸,2
321,臀部,2
322,臀小,2
323,脱裤子,2
324,脱衣,2
325,脱脱,2
326,脱给,2
327,脱掉,2
328,脱想,2
329,自拍,2
330,萌妹,2
331,萎缩,2
332,萝莉型,2
333,解开,2
334,要射,2
335,裸露,2
336,裸着,2
337,裸替,2
338,裸成,2
339,裸体,2
340,裤衩,2
341,双飞,2
342,装露,2
343,被绑,2
344,袒胸,2
345,行窃,2
346,血块,2
347,蜜液,2
348,蜂腰,2
349,蛋蛋,2
350,虐待,2
351,萝莉女,2
352,脱下来,2
353,曝光,2
354,女顾客,2
355,虐狗,2
356,炸毁,2
357,毁坏,2
358,摧毁,2
359,引爆,2
360,大打出手,2
361,争议,2
362,幼童,2
363,忏悔,2
364,烧毁,2
365,急救,2
366,幅射,2
367,畸形,2
368,竟然,2
369,斩首,2
370,魔鬼,2
371,诧异,2
372,帮派,2
373,痛恨,2
374,目击,2
375,嚣张,2
376,毁灭,2
377,出事,2
378,歧视,2
379,保命,2
380,极端份子,2
381,激进份子,2
382,极端分子,2
383,激进分子,2
384,丑女,2
385,惊现,2
386,夷平,2
387,惊见,2
388,毛骨悚然,2
389,堕胎,2
390,受孕,2
391,幽灵,2
392,白骨,2
393,幽灵,2
394,围攻,2
395,低俗,2
396,狂热,2
397,混混,2
398,犯罪集团,2
399,黑手党,2
400,抗议,2
401,丑男,2
402,剧痛,2
403,汗味,2
404,绝症,2
405,患上,2
406,男童,2
407,女童,2
408,抵制,2
409,砍断,2
410,惊恐,2
411,破灭,2
412,愤怒,2
413,竟有,2
414,排泄,2
415,排泄物,2
416,砍成,2
417,电击,2
418,咬断,2
419,骂战,2
420,肢体冲突,2
421,巫术,2
422,黑道,2
423,黑社会,2
424,黑帮,2
425,擅自,2
426,狗肉,2
427,震惊,2
428,世界末日,2
429,惨痛,2
430,凄惨,2
431,动荡,2
432,战祸,2
433,战火,2
434,战乱,2
435,结果,2
436,无法忍受,2
437,踩死,2
438,处决,2
439,临刑,2
440,迷信,2
441,被指,2
442,逃亡,2
443,极端,2
444,肮脏,2
445,闻所未闻,2
446,不可思议,2
447,频出,2
448,频现,2
449,心理阴影,2
450,恶棍,2
451,臭名昭著,2
452,声名狼藉,2
453,裹尸,2
454,恶名,2
455,残酷,2
456,惨叫,2
457,脑瘫,2
458,夹住,2
459,惨被,2
460,搞得,2
461,闹出,2
462,闹得,2
463,坠地,2
464,闹得,2
465,血渍,2
466,鲜血,2
467,4p,2
468,3p,2
469,求欢,2
470,片子,2
471,苍老师,2
472,丧病,2
473,哭闹,2
474,重伤,2
475,血迹,2
476,呛声,2
477,当众,2
478,危害,2
479,车祸,2
480,秘密,2
481,公愤,2
482,短命,2
483,不忍,2
484,拼死,2
485,惊人,2
486,生死未卜,2
487,阴谋,2
488,黑暗,2
489,杀手,2
490,噩梦,2
491,为获,2
492,打闹,2
493,恐惧,2
494,骇人,2
495,可怕,2
496,当着,2
497,奇怪,2
498,断头,2
499,卑劣,2
500,粗暴,2
501,蛮横,2
502,顽固,2
503,处罚,2
504,战争,2
505,罪恶,2
506,倒地,2
507,炫富,2
508,披露,2
509,吃不下,2
510,捐精,2
511,死刑,2
512,死刑犯,2
513,被害人,2
514,受害人,2
515,末日,2
516,脱光光,2
517,遗体,2
518,尸,2
519,太平间,2
520,花花公子,2
521,鬼哭,2
522,为时已晚,2
523,可惜,2
524,报警,2
525,怀胎,2
526,污染,2
527,泛滥,2
528,揭露,2
529,傻眼,2
530,小便,2
531,狂虐,2
532,不顾,2
533,亲密接触,2
534,罩杯,2
535,狠批,2
536,昏迷,2
537,被爆,2
538,病死,2
539,恶作剧,2
540,腋下,2
541,热吻,2
542,34B,2
543,同居,2
544,判刑,2
545,缩胸,2
546,隆胸,2
547,整容,2
548,侵害,2
549,过猛,2
550,名模,2
551,邪恶,2
552,分居,2
553,下衣,2
554,35B,2
555,34C,2
556,车撞,2
557,死神,2
558,恶魔,2
559,恶狗,2
560,悍妇,2
561,报复,2
562,堕地,2
563,害命,2
564,36B,2
565,癖,2
566,36E,2
567,35E,2
568,34E,2
569,36D,2
570,35D,2
571,34D,2
572,36C,2
573,35C,2
574,产子,2
575,遇难,2
576,丧命,2
577,妖艳,2
578,火辣,2
579,拐卖,2
580,口味,2
581,惨遭,2
582,充气,2
583,哀嚎,2
584,调教,2
585,伪娘,2
586,初夜,2
587,节操,2
588,跪地,2
589,跳楼,2
590,狂揍,2
591,女兵,2
592,辣眼,2
593,狂骂,2
594,虐,2
595,出血,2
596,怼,2
597,臀,2
598,软禁,2
599,发床,2
600,羞耻,2
601,失贞,2
602,憎恨,2
603,悲惨,2
604,目睹,2
605,解体,2
606,恐怖,2
607,吓人,2
608,闺房,2
609,男同志,2
610,隐情,2
611,遭弃,2
612,遇害,2
613,死,2
614,已死,2
615,硫酸,2
616,死亡,2
617,非议,2
618,裸腿,2
619,惊了,2
620,痛失,2
621,怒,2
622,离家出走,2
623,霸凌,2
624,欺凌,2
625,骗局,2
626,震怒,2
627,痛骂,2
628,怒斥,2
629,咒骂,2
630,怒骂,2
631,欺侮,2
632,愤恨,2
633,沉迷,2
634,辗压,2
635,辗过,2
636,撞死,2
637,囚禁,2
638,拘禁,2
639,监禁,2
640,非法,2
641,震怒,2
642,太惨,2
643,屡遭,2
644,疯传,2
645,伤害,2
646,威胁,2
647,姐妹花,2
648,IS,2
649,上访,2
650,惊魂,2
651,打击,2
652,欺压,2
653,亡命,2
654,遭,2
655,疯狂,2
656,突然,2
657,啃咬,2
658,惊险,2
659,残骸,2
660,事件,2
661,弃婴,2
662,红灯,2
663,暴躁,2
664,报复,2
665,凶残,2
666,残暴,2
667,荒诞,2
668,被迫,2
669,竟,2
670,卡住,2
671,硬上,2
672,戴套,2
673,悲情,2
674,女犯人,2
675,割断,2
676,丁丁,2
677,命案,2
678,怪异,2
679,肇事,2
680,撞车,2
681,离奇,2
682,寡妇村,2
683,杀死,2
684,被害,2
685,不幸,2
686,荒谬,2
687,灾祸,2
688,杀身之祸,2
689,残忍,2
690,爆料,2
691,逼使,2
692,被逼,2
693,苦难,2
694,危险,2
695,乞讨,2
696,奚落,2
697,舌吻,2
698,强硬,2
699,吃豆腐,2
700,入侵,2
701,硬塞,2
702,无处可逃,2
703,劫难,2
704,下场,2
705,慎入,2
706,爆炸,2
707,灾厄,2
708,烧死,2
709,狂草,2
710,裙底,2
711,狂干口,2
712,干射,2
713,干夜,2
714,干塌,2
715,干坏,2
716,干哭,2
717,干到,2
718,带血,2
719,干晕,2
720,崩溃,2
721,屌,2
722,屁股,2
723,屁屁,2
724,尺度,2
725,少妇,2
726,小裤,2
727,小蜜,2
728,屌丝,2
729,干死,2
730,干爹,2
731,干破,2
732,引诱,2
733,弄湿,2
734,弄射,2
735,弄姿,2
736,开裆,2
737,开草,2
738,开档,2
739,开放,2
740,开干,2
741,底线,2
742,应召,2
743,床片,2
744,床头,2
745,床上,2
746,幽会,2
747,干进,2
748,干翻,2
749,小萝莉妹,2
750,小浪,2
751,小护士,2
752,小性,2
753,妹纸,2
754,妹子,2
755,妖精,2
756,妈咪,2
757,好身材,2
758,奸,2
759,奶牛,2
760,奶水,2
761,女郎,2
762,女警,2
763,女网友,2
764,女网,2
765,女秘书,2
766,女秘,2
767,女神,2
768,女研究生,2
769,女王,2
770,妻群,2
771,弯腰,2
772,姿势,2
773,娇喘,2
774,小奴,2
775,射进去,2
776,射射,2
777,射出,2
778,射不出,2
779,寡妇,2
780,宾馆,2
781,学生妹,2
782,嫩草,2
783,嫩模,2
784,嫩妹,2
785,嫩女,2
786,娱乐圈,2
787,娇娃,2
788,娇妻,2
789,娇声,2
790,娇嗔,2
791,姿色,2
792,女模,2
793,强制,2
794,强来,2
795,挺拔,2
796,振动器,2
797,挤挤,2
798,挤出来,2
799,挣扎,2
800,按摩房,2
801,按摩,2
802,捂着脸,2
803,拜金女,2
804,痛苦,2
805,拍骚,2
806,拉屎,2
807,抽查,2
808,抽搐,2
809,抽出,2
810,护士,2
811,拔出来,2
812,捆着,2
813,捆绑,2
814,换取,2
815,插进,2
816,插起来,2
817,插死,2
818,插式,2
819,插嘴,2
820,插口,2
821,插出,2
822,插入,2
823,提枪,2
824,揉捏,2
825,掰开,2
826,推车,2
827,推摸,2
828,推倒,2
829,接插,2
830,接客,2
831,排卵,2
832,抚摸,2
833,折磨,2
834,抗插,2
835,技校,2
836,恋夜,2
837,灼伤,2
838,剧毒,2
839,凶险,2
840,性感美,2
841,性感,2
842,怒射,2
843,忍不住,2
844,必射,2
845,微露,2
846,微虐,2
847,微毛,2
848,微博萝莉,2
849,征服,2
850,录像,2
851,强行,2
852,强片,2
853,恋物癖,2
854,强女,2
855,情人,2
856,情妇,2
857,技师,2
858,扮演,2
859,扭玩,2
860,打泡,2
861,打桩机,2
862,打桩,2
863,打屁股,2
864,扒开,2
865,扑倒,2
866,所欲,2
867,成人,2
868,意淫,2
869,想要,2
870,想射,2
871,情趣,2
872,情话,2
873,情爱,2
874,情夫,2
875,插进去,2
876,女护士,2
877,女同,2
878,兔女郎,2
879,充气,2
880,像头,2
881,偷看,2
882,偷溜,2
883,偷摸,2
884,偷拍,2
885,全湿,2
886,偷吃,2
887,侵犯,2
888,被騙,2
889,侧入,2
890,侦探,2
891,体位,2
892,伺候,2
893,伟哥,2
894,保守,2
895,公主,2
896,兴奋,2
897,兴起,2
898,前戏,2
899,剃毛,2
900,刺激,2
901,制服,2
902,别射,2
903,分泌物,2
904,分泌,2
905,分手,2
906,出轨,2
907,出水,2
908,出台,2
909,凸起,2
910,冰火,2
911,写真,2
912,内裤,2
913,内衣,2
914,兼职,2
915,会所,2
916,轻生,2
917,人妻,2
918,人妖,2
919,丑男,2
920,不轨,2
921,不射,2
922,不堪,2
923,下身,2
924,断手指,2
925,下跪,2
926,异形,2
927,惨烈,2
928,下药,2
929,下火,2
930,下流,2
931,下垂,2
932,下体,2
933,上瘾,2
934,上床,2
935,三围,2
936,丝袜,2
937,动姐,2
938,丝袜美女,2
939,中出,2
940,人体艺术,2
941,人体,2
942,交枪,2
943,交后,2
944,互玩假,2
945,互玩,2
946,互慰,2
947,二女,2
948,乳贴,2
949,乳蜜,2
950,乳晕,2
951,乳房,2
952,乳头,2
953,乱摸,2
954,乱搞,2
955,乱叫,2
956,丰胸,2
957,丝袜美腿,2
958,女学生,2
959,勾搭,2
960,包房,2
961,夜场,2
962,外露,2
963,外泄,2
964,外快,2
965,处女膜,2
966,处女,2
967,塞住,2
968,夜店,2
969,堕落,2
970,坦露,2
971,坦胸,2
972,坐交,2
973,圣水,2
974,器官,2
975,喷逆,2
976,喷血,2
977,垂涎,2
978,夜总会,2
979,大学女生,2
980,大水,2
981,女友,2
982,女厕,2
983,女医生,2
984,女内裤,2
985,女主肉,2
986,女主玩,2
987,女主播,2
988,套路,2
989,奔放,2
990,奉献,2
991,失身,2
992,失足,2
993,失禁,2
994,夫妻生活,2
995,大鸡,2
996,大鸟,2
997,大草,2
998,喷湿,2
999,喷水,2
1000,喷射,2
1001,喷出来,2
1002,吃奶,2
1003,可约,2
1004,可射,2
1005,叫鸡,2
1006,叫声,2
1007,叫喊,2
1008,叫个不停,2
1009,口味重,2
1010,变态,2
1011,取精,2
1012,发情,2
1013,发廊,2
1014,双珠,2
1015,双洞,2
1016,厮混,2
1017,卖肉,2
1018,卖弄,2
1019,吊带装,2
1020,勾起,2
1021,吊绑,2
1022,后水,2
1023,喝醉,2
1024,喘息声,2
1025,喘息,2
1026,喂奶,2
1027,唾弃,2
1028,哄骗,2
1029,哀求,2
1030,吹箫,2
1031,吸毒,2
1032,吸干,2
1033,吸完,2
1034,吸奶,2
1035,吸吮,2
1036,吮吸,2
1037,含化,2
1038,吞掉,2
1039,后门,2
1040,后妹,2
1041,插进来,2
1042,sm,2
1043,正妹,2
1044,暴虐,2
1045,洗澡,2
1046,洗脚,2
1047,洞房,2
1048,活好,2
1049,暴好,2
1050,炮击,2
1051,炮人,2
1052,灰丝,2
1053,操女,2
1054,暴力,2
1055,暗示,2
1056,火焚,2
1057,流出,2
1058,流氓,2
1059,烂醉,2
1060,晃动,2
1061,暴露,2
1062,热舞,2
1063,校花,2
1064,查房,2
1065,泄火,2
1066,来潮,2
1067,服侍,2
1068,月经,2
1069,操下,2
1070,泡到,2
1071,操会,2
1072,熟妇,2
1073,泻火,2
1074,熟女,2
1075,操听,2
1076,操命,2
1077,焚身,2
1078,洗洗,2
1079,流水,2
1080,灌满,2
1081,浪友,2
1082,淋漓,2
1083,放药,2
1084,放片,2
1085,擦边球,2
1086,擦边,2
1087,操高,2
1088,清规,2
1089,下葬,2
1090,操有,2
1091,操送,2
1092,操著,2
1093,不守,2
1094,操水,2
1095,操求,2
1096,操练,2
1097,深入,2
1098,放进去,2
1099,无毛,2
1100,温存,2
1101,灌晕,2
1102,浪得,2
1103,激战,2
1104,操干,2
1105,激情,2
1106,潮时,2
1107,浴场,2
1108,爆出,2
1109,潜规则,2
1110,漏出,2
1111,滴蜡,2
1112,早熟,2
1113,湿身,2
1114,渴望,2
1115,涂身,2
1116,润滑,2
1117,漏比,2
1118,爆后,2
1119,洗浴,2
1120,爆扣,2
1121,撕烂,2
1122,撕掉,2
1123,沦为,2
1124,毒龙,2
1125,摧残,2
1126,棒棒,2
1127,撒尿,2
1128,爱爱,2
1129,犯滥,2
1130,毛粉,2
1131,爆拳,2
1132,水太,2
1133,水女,2
1134,摆布,2
1135,撕坏,2
1136,揩油,2
1137,水床,2
1138,求约,2
1139,没脱,2
1140,搭讪,2
1141,爱女,2
1142,搞完,2
1143,求饶,2
1144,爆大,2
1145,歌姬,2
1146,母狗,2
1147,打手枪,2
1148,撸,2
1149,横流,2
1150,欠下,2
1151,欢娱,2
1152,沐浴,2
1153,正点,2
1154,撕裂,2
1155,沾湿,2
1156,狂叫,2
