,token,rate
2143,胡桃雏,3
2144,爱叶渚,3
2145,石原莉奈,3
2146,黑川绮罗,3
2147,原明奈,3
2148,广濑由奈,3
2149,小林初花,3
2150,桐生樱,3
2151,松生彩,3
2152,森美咲,3
2153,并木优,3
2154,浅田琪琪,3
2155,秋元美由,3
2156,原小雪,3
2157,辻沙耶香,3
2158,山咲リリィ,3
2159,朝日奈明,3
2160,秋川露依,3
2161,杏树纱奈,3
2162,栗林里莉,3
2163,希志爱野,3
2164,石川铃华,3
2165,池内莉奈,3
2166,平井绫,3
2167,佳山三花,3
2168,香坂美优,3
2169,月野理纱,3
2170,上原卡艾拉,3
2171,爱海一夏,3
2172,青空小夏,3
2173,真白希实,3
2174,管野静香,3
2175,直嶋爱,3
2176,木下柚花,3
2177,希美真由,3
2178,葵ちひろ,3
2179,葵ぶるま,3
2180,麻仓忧,3
2181,原纱央莉,3
2182,留美佳,3
2183,天海翼,3
2184,橘日向,3
2185,舞滨朱里,3
2186,一条爱美,3
2187,妃悠爱,3
2188,小樱沙树,3
2189,茅之崎里沙,3
2190,种村美咲,3
2191,朝比奈瑠依,3
2192,朝比奈るい,3
2193,筿惠美,3
2194,藤本莉娜,3
2195,藤崎里绪,3
2196,水谷心音,3
2197,爱川香织,3
2198,樱心美,3
2199,速水百花,3
2200,明日香,3
2201,木内美保,3
2202,周防雪子,3
2203,早见琉璃,3
2204,朝香凉,3
2205,内山遥,3
2206,吉冈美奈,3
2207,安西瑠菜,3
2208,新垣圣那,3
2209,白咲舞,3
2210,浅乃晴美,3
2211,桃夏凛,3
2212,濑奈凉,3
2213,卯月麻衣,3
2214,麻田有希,3
2215,星崎杏里,3
2216,小西麻衣,3
2217,大泽美加,3
2218,爱内梨花,3
2219,铃木茶织,3
2220,大冢遥,3
2221,音羽奏,3
2222,牧野田彩,3
2223,佐藤美沙,3
2224,宫川怜,3
2225,爱音真寻,3
2226,安达有里,3
2227,绫濑迪亚娜,3
2228,椎名由奈,3
2229,和叶美玲,3
2230,春川真央,3
2231,今井广野,3
2232,井川由衣,3
2233,茉莉香,3
2234,爱斗优希,3
2235,水泽真树,3
2236,大空花音,3
2237,濑尾惠美里,3
2238,白石美咲,3
2239,橘美穗,3
2240,友田彩也香,3
2241,月见栞,3
2242,优木葵,3
2243,桐原绘里香,3
2244,水嶋杏美,3
2245,藤浦惠,3
2246,泉麻那,3
2247,松下美香,3
2248,秋山祥子,3
2249,城户叶子,3
2250,京香JULIA,3
2251,弘前亮子,3
2252,加藤莉娜,3
2253,初美沙希,3
2254,春菜花,3
2255,折笠弥生,3
2256,绘色千佳,3
2257,大岛理子,3
2258,神河美音,3
2259,原田明绘,3
2260,福山沙耶香,3
2261,玛丽亚·艾莉由里,3
2262,若叶久留美,3
2263,三村千奈,3
2264,藤原瞳,3
2265,进藤美久,3
2266,青木莉子,3
2267,山口理子,3
2268,岛田阳子,3
2269,北川瞳,3
2270,爱里未来,3
2271,小西悠,3
2272,仓木美绪,3
2273,美咲结衣,3
2274,仁科百华,3
2275,乃乃果花,3
2276,小仓奈奈,3
2277,瑠川里菜,3
2278,筿原杏,3
2279,立花纱耶,3
2280,矢吹杏,3
2281,优希麻琴,3
2282,柚本纱希,3
2283,美雪艾莉丝,3
2284,藤北彩香,3
2285,西山希,3
2286,西条琉璃,3
2287,希咲彩,3
2288,织田真子,3
2289,有村千佳,3
2290,筿田步美,3
2291,朝田芭娜娜,3
2292,中野亚梨沙,3
2293,小岛南,3
2294,星野响,3
2295,山口理红,3
2296,大冢莲,3
2297,前田优希,3
2298,上原瑞穗,3
2299,神咲诗织,3
2300,小向美奈子,3
2301,堀咲莉娅,3
2302,前田香织,3
2303,冲田杏梨,3
2304,观月茜,3
2305,樱濑奈,3
2306,佐藤遥希,3
2307,上原亚衣,3
2308,夏目优希,3
2309,爱内希,3
2310,朱音唯,3
2311,桐谷尤莉亚,3
2312,由爱可奈,3
2313,小仓柚子,3
2314,安城安娜,3
2315,本庄瞳,3
2316,枢木美栞,3
2317,秋吉雏,3
2318,秋野千寻,3
2319,奥田咲,3
2320,滨崎真绪,3
2321,凉宫琴音,3
2322,青山沙希,3
2323,尾上若叶,3
2324,纱仓真菜,3
2325,麻生希,3
2326,泷泽萝拉,3
2327,水咲萝拉,3
2328,芦名尤利娅,3
2329,桐嶋葵,3
2330,古川伊织,3
2331,藤泽美羽,3
2332,长谷川理穗,3
2333,舞咲美娜,3
2334,板野有纪,3
2335,白石夏美,3
2336,山下优衣,3
2337,宇佐美奈奈,3
2338,知花梅莎,3
2339,一条绮美香,3
2340,上原千寻,3
2341,木村都那,3
2342,彩美旬果,3
2343,松本芽依,3
2344,饭冈佳奈子,3
2345,小早川怜子,3
2346,白木优子,3
2347,日向优梨,3
2348,星野娜美,3
2349,爱乃娜美,3
2350,川上奈奈美,3
2351,木下和津实,3
2352,樱井步,3
2353,山手栞,3
2354,保坂绘里,3
2355,北川杏树,3
2356,橘梨纱,3
2357,堀内秋美,3
2358,凪野美忧,3
2359,白石茉莉奈,3
2360,中谷美结,3
2361,爱泽花梨,3
2362,宇都宫紫苑,3
2363,坂口美穗乃,3
2364,桐嶋永久子,3
2365,吉川爱美,3
2366,逢坂春菜,3
2367,川村真矢,3
2368,成宫琉璃,3
2369,原千草,3
2370,新山沙弥,3
2371,玉名美良,3
2372,凑莉久,3
2373,梦乃爱华,3
2374,绪川里绪,3
2375,本庄优花,3
2376,水野朝阳,3
2377,卯水咲流,3
2378,高冢玲奈,3
2379,春乃奈奈,3
2380,足立尚子,3
2381,田原伸江,3
2382,槇原爱菜,3
2383,铃木心春,3
2384,神尾舞,3
2385,樱由罗,3
2386,芦田知子,3
2387,大空美绪,3
2388,永濑里美,3
2389,安野由美,3
2390,澁谷果步,3
2391,森春流,3
2392,香椎梨亚,3
2393,木南日菜,3
2394,园田美樱,3
2395,广濑海,3
2396,今村加奈子,3
2397,藤川千夏,3
2398,长谷川留衣,3
2399,三上悠亚,3
2400,菜菜叶,3
2401,迹美朱里,3
2402,美竹玲,3
2403,铃木真夕,3
2404,花泽杏,3
2405,七菜原湖子,3
2406,桃木希,3
2407,北川柚子,3
2408,赤梨美来,3
2409,凰香奈芽,3
2410,樱井绫音,3
2411,阿川りほ,3
2412,二阶堂百合,3
2413,山口沙英,3
2414,三岛奈津子,3
2415,并木塔子,3
2416,佐野あおい,3
2417,池井戸エミリ,3
2418,白川麻衣,3
2419,渡辺由梨香,3
2420,戸田真琴,3
2421,最上架纯,3
2422,小池里菜,3
2423,相川润,3
2424,西园寺ミヅキ,3
2425,笹川里穗,3
2426,百合咲うるみ,3
2427,初野こころ,3
2428,久野せいな,3
2429,筿崎みお,3
2430,笹山千寻,3
2431,舞野いつき,3
2432,ItsukiMaino,3
2433,成宫美琴,3
2434,坂井里美,3
2435,北川ゆず,3
2436,绪奈もえ,3
2437,今井真由美,3
2438,夏目あきら,3
2439,今井すみか,3
2440,観月奏,3
2441,河西ちなみ,3
2442,桥本ありな,3
2443,新井梓,3
2444,笹仓杏,3
2445,柳あきら,3
2446,千野久留美,3
2447,舞岛明里,3
2448,神木优爱,3
2449,白石堇,3
2450,神谷秋妃,3
2451,美咲あや,3
2452,青山はな,3
2453,秋月心音,3
2454,ゆいかまな,3
2455,南真菜果,3
2456,石原ゆうか,3
2457,日比乃さとみ,3
2458,笹本结爱,3
2459,纱纱原百合,3
2460,星空キラリ,3
2461,埴生みこ,3
2462,今宫いずみ,3
2463,纱纱原百合,3
2464,前园希美,3
2465,真木ゆかり,3
2466,西园寺ミヅキ,3
2467,4r5e,3
2468,5h1t,3
2469,5hit,3
2470,a55,3
2471,anal,3
2472,anus,3
2473,ar5e,3
2474,arrse,3
2475,arse,3
2476,ass,3
2477,ass-fucker,3
2478,asses,3
2479,assfucker,3
2480,assfukka,3
2481,asshole,3
2482,assholes,3
2483,asswhole,3
2484,a_s_s,3
2485,b!tch,3
2486,b00bs,3
2487,b17ch,3
2488,b1tch,3
2489,ballbag,3
2490,balls,3
2491,ballsack,3
2492,bastard,3
2493,beastial,3
2494,beastiality,3
2495,bellend,3
2496,bestial,3
2497,bestiality,3
2498,bi+ch,3
2499,biatch,3
2500,bitch,3
2501,bitcher,3
2502,bitchers,3
2503,bitches,3
2504,bitchin,3
2505,bitching,3
2506,bloody,3
2507,blow job,3
2508,blowjob,3
2509,blowjobs,3
2510,boiolas,3
2511,bollock,3
2512,bollok,3
2513,boner,3
2514,boob,3
2515,boobs,3
2516,booobs,3
2517,boooobs,3
2518,booooobs,3
2519,booooooobs,3
2520,breasts,3
2521,buceta,3
2522,bugger,3
2523,bum,3
2524,bunny fucker,3
2525,butt,3
2526,butthole,3
2527,buttmuch,3
2528,buttplug,3
2529,c0ck,3
2530,c0cksucker,3
2531,carpet muncher,3
2532,cawk,3
2533,chink,3
2534,cipa,3
2535,cl1t,3
2536,clit,3
2537,clitoris,3
2538,clits,3
2539,cnut,3
2540,cock,3
2541,cock-sucker,3
2542,cockface,3
2543,cockhead,3
2544,cockmunch,3
2545,cockmuncher,3
2546,cocks,3
2547,cocksuck ,3
2548,cocksucked ,3
2549,cocksucker,3
2550,cocksucking,3
2551,cocksucks ,3
2552,cocksuka,3
2553,cocksukka,3
2554,cok,3
2555,cokmuncher,3
2556,coksucka,3
2557,coon,3
2558,cox,3
2559,crap,3
2560,cum,3
2561,cummer,3
2562,cumming,3
2563,cums,3
2564,cumshot,3
2565,cunilingus,3
2566,cunillingus,3
2567,cunnilingus,3
2568,cunt,3
2569,cuntlick ,3
2570,cuntlicker ,3
2571,cuntlicking ,3
2572,cunts,3
2573,cyalis,3
2574,cyberfuc,3
2575,cyberfuck ,3
2576,cyberfucked ,3
2577,cyberfucker,3
2578,cyberfuckers,3
2579,cyberfucking ,3
2580,d1ck,3
2581,damn,3
2582,dick,3
2583,dickhead,3
2584,dildo,3
2585,dildos,3
2586,dink,3
2587,dinks,3
2588,dirsa,3
2589,dlck,3
2590,dog-fucker,3
2591,doggin,3
2592,dogging,3
2593,donkeyribber,3
2594,doosh,3
2595,duche,3
2596,dyke,3
2597,ejaculate,3
2598,ejaculated,3
2599,ejaculates ,3
2600,ejaculating ,3
2601,ejaculatings,3
2602,ejaculation,3
2603,ejakulate,3
2604,f u c k,3
2605,f u c k e r,3
2606,f4nny,3
2607,fag,3
2608,fagging,3
2609,faggitt,3
2610,faggot,3
2611,faggs,3
2612,fagot,3
2613,fagots,3
2614,fags,3
2615,fanny,3
2616,fannyflaps,3
2617,fannyfucker,3
2618,fanyy,3
2619,fatass,3
2620,fcuk,3
2621,fcuker,3
2622,fcuking,3
2623,feck,3
2624,fecker,3
2625,felching,3
2626,fellate,3
2627,fellatio,3
2628,fingerfuck ,3
2629,fingerfucked ,3
2630,fingerfucker ,3
2631,fingerfuckers,3
2632,fingerfucking ,3
2633,fingerfucks ,3
2634,fistfuck,3
2635,fistfucked ,3
2636,fistfucker ,3
2637,fistfuckers ,3
2638,fistfucking ,3
2639,fistfuckings ,3
2640,fistfucks ,3
2641,flange,3
2642,fook,3
2643,fooker,3
2644,fuck,3
2645,fucka,3
2646,fucked,3
2647,fucker,3
2648,fuckers,3
2649,fuckhead,3
2650,fuckheads,3
2651,fuckin,3
2652,fucking,3
2653,fuckings,3
2654,fuckingshitmotherfucker,3
2655,fuckme ,3
2656,fucks,3
2657,fuckwhit,3
2658,fuckwit,3
2659,fudge packer,3
2660,fudgepacker,3
2661,fuk,3
2662,fuker,3
2663,fukker,3
2664,fukkin,3
2665,fuks,3
2666,fukwhit,3
2667,fukwit,3
2668,fux,3
2669,fux0r,3
2670,f_u_c_k,3
2671,gangbang,3
2672,gangbanged ,3
2673,gangbangs ,3
2674,gaylord,3
2675,gaysex,3
2676,goatse,3
2677,God,3
2678,god-dam,3
2679,god-damned,3
2680,goddamn,3
2681,goddamned,3
2682,hardcoresex ,3
2683,hell,3
2684,heshe,3
2685,hoar,3
2686,hoare,3
2687,hoer,3
2688,homo,3
2689,hore,3
2690,horniest,3
2691,horny,3
2692,hotsex,3
2693,jack-off ,3
2694,jackoff,3
2695,jap,3
2696,jerk-off ,3
2697,jism,3
2698,jiz ,3
2699,jizm ,3
2700,jizz,3
2701,kawk,3
2702,knob,3
2703,knobead,3
2704,knobed,3
2705,knobend,3
2706,knobhead,3
2707,knobjocky,3
2708,knobjokey,3
2709,kock,3
2710,kondum,3
2711,kondums,3
2712,kum,3
2713,kummer,3
2714,kumming,3
2715,kums,3
2716,kunilingus,3
2717,l3i+ch,3
2718,l3itch,3
2719,labia,3
2720,lmfao,3
2721,lust,3
2722,lusting,3
2723,m0f0,3
2724,m0fo,3
2725,m45terbate,3
2726,ma5terb8,3
2727,ma5terbate,3
2728,masochist,3
2729,master-bate,3
2730,masterb8,3
2731,masterbat*,3
2732,masterbat3,3
2733,masterbate,3
2734,masterbation,3
2735,masterbations,3
2736,masturbate,3
2737,mo-fo,3
2738,mof0,3
2739,mofo,3
2740,mothafuck,3
2741,mothafucka,3
2742,mothafuckas,3
2743,mothafuckaz,3
2744,mothafucked ,3
2745,mothafucker,3
2746,mothafuckers,3
2747,mothafuckin,3
2748,mothafucking ,3
2749,mothafuckings,3
2750,mothafucks,3
2751,mother fucker,3
2752,motherfuck,3
2753,motherfucked,3
2754,motherfucker,3
2755,motherfuckers,3
2756,motherfuckin,3
2757,motherfucking,3
2758,motherfuckings,3
2759,motherfuckka,3
2760,motherfucks,3
2761,muff,3
2762,mutha,3
2763,muthafecker,3
2764,muthafuckker,3
2765,muther,3
2766,mutherfucker,3
2767,n1gga,3
2768,n1gger,3
2769,nazi,3
2770,nigg3r,3
2771,nigg4h,3
2772,nigga,3
2773,niggah,3
2774,niggas,3
2775,niggaz,3
2776,nigger,3
2777,niggers ,3
2778,nob,3
2779,nob jokey,3
2780,nobhead,3
2781,nobjocky,3
2782,nobjokey,3
2783,numbnuts,3
2784,nutsack,3
2785,orgasim ,3
2786,orgasims ,3
2787,orgasm,3
2788,orgasms ,3
2789,p0rn,3
2790,pawn,3
2791,pecker,3
2792,penis,3
2793,penisfucker,3
2794,phonesex,3
2795,phuck,3
2796,phuk,3
2797,phuked,3
2798,phuking,3
2799,phukked,3
2800,phukking,3
2801,phuks,3
2802,phuq,3
2803,pigfucker,3
2804,pimpis,3
2805,piss,3
2806,pissed,3
2807,pisser,3
2808,pissers,3
2809,pisses ,3
2810,pissflaps,3
2811,pissin ,3
2812,pissing,3
2813,pissoff ,3
2814,poop,3
2815,porn,3
2816,porno,3
2817,pornography,3
2818,pornos,3
2819,prick,3
2820,pricks ,3
2821,pron,3
2822,pube,3
2823,pusse,3
2824,pussi,3
2825,pussies,3
2826,pussy,3
2827,pussys ,3
2828,rectum,3
2829,retard,3
2830,rimjaw,3
2831,rimming,3
2832,s hit,3
2833,s.o.b.,3
2834,sadist,3
2835,schlong,3
2836,screwing,3
2837,scroat,3
2838,scrote,3
2839,scrotum,3
2840,semen,3
2841,sex,3
2842,sh!+,3
2843,sh!t,3
2844,sh1t,3
2845,shag,3
2846,shagger,3
2847,shaggin,3
2848,shagging,3
2849,shemale,3
2850,shi+,3
2851,shit,3
2852,shitdick,3
2853,shite,3
2854,shited,3
2855,shitey,3
2856,shitfuck,3
2857,shitfull,3
2858,shithead,3
2859,shiting,3
2860,shitings,3
2861,shits,3
2862,shitted,3
2863,shitter,3
2864,shitters ,3
2865,shitting,3
2866,shittings,3
2867,shitty ,3
2868,skank,3
2869,slut,3
2870,sluts,3
2871,smegma,3
2872,smut,3
2873,snatch,3
2874,son-of-a-bitch,3
2875,spac,3
2876,spunk,3
2877,s_h_i_t,3
2878,t1tt1e5,3
2879,t1tties,3
2880,teets,3
2881,teez,3
2882,testical,3
2883,testicle,3
2884,tit,3
2885,titfuck,3
2886,tits,3
2887,titt,3
2888,tittie5,3
2889,tittiefucker,3
2890,titties,3
2891,tittyfuck,3
2892,tittywank,3
2893,titwank,3
2894,tosser,3
2895,turd,3
2896,tw4t,3
2897,twat,3
2898,twathead,3
2899,twatty,3
2900,twunt,3
2901,twunter,3
2902,v14gra,3
2903,v1gra,3
2904,vagina,3
2905,viagra,3
2906,vulva,3
2907,w00se,3
2908,wang,3
2909,wank,3
2910,wanker,3
2911,wanky,3
2912,whoar,3
2913,whore,3
2914,willies,3
2915,willy,3
2916,xrated,3
2917,xxx,3
